course1,course2,course3,count
0,24,151,1
0,24,152,1
0,24,192,1
0,24,194,1
0,25,49,1
0,25,59,1
0,25,82,1
0,25,84,1
0,25,122,1
0,25,127,1
0,25,148,1
0,25,167,1
0,25,171,1
0,25,183,1
0,25,196,1
0,26,34,1
0,26,36,1
0,26,42,1
0,26,52,1
0,26,60,1
0,26,63,1
0,26,89,1
0,26,96,1
0,26,104,1
0,26,112,1
0,26,113,1
0,26,115,1
0,26,121,1
0,26,122,1
0,26,131,1
0,26,157,1
0,26,161,1
0,26,173,1
0,26,182,1
0,26,184,1
0,26,190,1
0,26,197,1
0,27,45,1
0,27,47,1
0,27,55,1
0,27,60,1
0,27,67,1
0,27,70,1
0,27,118,1
0,27,149,1
0,27,154,1
0,27,162,1
0,27,164,1
0,27,193,1
0,27,197,1
0,28,61,1
0,28,91,1
0,28,117,1
0,28,123,1
0,28,127,1
0,28,131,1
0,28,133,1
0,28,139,1
0,28,158,1
0,28,172,1
0,28,178,1
0,28,197,1
0,28,199,1
0,29,40,1
0,29,61,1
0,29,62,1
0,29,92,1
0,29,107,1
0,29,112,1
0,29,129,1
0,29,133,1
0,29,148,1
0,29,165,1
0,29,166,1
0,29,174,1
0,29,184,2
0,29,194,1
0,30,37,1
0,30,45,1
0,30,47,1
0,30,48,3
0,30,58,1
0,30,72,1
0,30,84,1
0,30,87,1
0,30,90,1
0,30,106,1
0,30,118,1
0,30,123,1
0,30,150,1
0,30,154,1
0,30,163,1
0,30,165,1
0,30,186,1
0,30,192,1
0,31,34,1
0,31,42,1
0,31,66,1
0,31,78,1
0,31,83,1
0,31,90,2
0,31,98,1
0,31,100,1
0,31,104,1
0,31,120,1
0,31,148,1
0,31,150,2
0,31,159,1
0,31,169,1
0,31,175,1
0,31,182,1
0,31,199,1
0,32,38,1
0,32,48,1
0,32,51,1
0,32,52,1
0,32,53,1
0,32,64,1
0,32,100,1
0,32,128,1
0,32,134,1
0,32,142,1
0,32,148,1
0,32,167,1
0,32,171,1
0,32,191,1
0,32,192,1
0,33,34,1
0,33,36,1
0,33,39,1
0,33,60,1
0,33,75,1
0,33,84,1
0,33,95,1
0,33,99,1
0,33,192,1
0,34,65,1
0,34,77,1
0,34,86,1
0,34,96,1
0,34,103,1
0,34,109,1
0,34,115,1
0,34,116,1
0,34,121,1
0,34,158,1
0,34,164,1
0,34,172,1
0,34,176,1
0,35,57,1
0,35,60,1
0,35,68,1
0,35,72,1
0,35,74,2
0,35,79,1
0,35,96,1
0,35,109,1
0,35,113,1
0,35,116,1
0,35,118,1
0,35,130,1
0,35,157,1
0,35,167,1
0,35,174,1
0,35,180,1
0,36,37,1
0,36,52,1
0,36,97,1
0,36,159,1
0,36,174,1
0,36,185,1
0,37,45,1
0,37,55,1
0,37,67,1
0,37,90,1
0,37,98,1
0,37,99,1
0,37,102,1
0,37,110,1
0,37,114,1
0,37,132,1
0,37,137,1
0,37,146,1
0,37,149,1
0,37,152,1
0,37,156,1
0,37,171,1
0,37,176,1
0,37,192,1
0,37,199,1
0,38,41,1
0,38,64,1
0,38,80,1
0,38,87,1
0,38,117,1
0,38,118,1
0,38,120,1
0,38,126,1
0,38,137,1
0,38,138,1
0,38,157,1
0,38,159,1
0,38,172,1
0,38,195,1
0,39,40,1
0,39,43,1
0,39,54,1
0,39,63,1
0,39,74,1
0,39,75,1
0,39,84,1
0,39,119,1
0,39,145,1
0,39,147,1
0,39,150,1
0,39,194,1
0,40,61,1
0,40,93,1
0,40,94,2
0,40,154,2
0,40,155,1
0,40,166,1
0,40,181,1
0,41,96,1
0,41,100,1
0,41,118,1
0,41,121,1
0,41,124,1
0,41,134,1
0,41,136,1
0,41,163,1
0,42,47,1
0,42,48,1
0,42,67,1
0,42,70,1
0,42,72,1
0,42,92,1
0,42,98,1
0,42,99,1
0,42,102,1
0,42,112,1
0,42,118,1
0,42,125,2
0,42,128,1
0,42,134,1
0,42,137,1
0,42,159,1
0,42,184,1
0,42,187,1
0,43,79,1
0,43,92,1
0,43,95,1
0,43,104,1
0,43,114,1
0,43,122,1
0,43,124,1
0,44,61,1
0,44,76,1
0,44,84,1
0,44,90,1
0,44,101,1
0,44,107,1
0,44,122,1
0,44,133,1
0,44,154,1
0,44,160,1
0,44,180,1
0,44,189,2
0,44,190,1
0,45,46,1
0,45,67,3
0,45,70,1
0,45,73,1
0,45,89,1
0,45,120,1
0,45,123,1
0,45,132,1
0,45,156,1
0,45,163,1
0,45,174,1
0,45,178,1
0,45,179,1
0,45,189,1
0,46,58,1
0,46,90,1
0,46,94,2
0,46,96,1
0,46,98,1
0,46,110,1
0,46,111,1
0,46,125,1
0,46,127,1
0,46,133,1
0,46,165,1
0,46,177,1
0,46,188,1
0,47,48,3
0,47,58,1
0,47,60,1
0,47,62,1
0,47,78,1
0,47,90,1
0,47,92,1
0,47,103,1
0,47,111,1
0,47,114,1
0,47,119,1
0,47,135,1
0,47,153,1
0,47,155,1
0,47,164,1
0,47,182,1
0,47,193,1
0,48,49,2
0,48,55,1
0,48,68,1
0,48,73,1
0,48,88,1
0,48,94,1
0,48,96,1
0,48,98,1
0,48,101,1
0,48,118,1
0,48,140,1
0,48,142,1
0,48,147,2
0,48,154,1
0,48,166,1
0,48,175,1
0,48,182,1
0,48,183,1
0,48,199,1
0,49,60,4
0,49,62,1
0,49,74,1
0,49,90,1
0,49,104,1
0,49,118,1
0,49,119,1
0,49,120,1
0,49,126,1
0,49,127,2
0,49,142,1
0,49,144,1
0,49,170,1
0,49,182,1
0,50,58,1
0,50,129,1
0,50,139,1
0,50,140,1
0,50,159,1
0,50,163,1
0,50,179,1
0,50,181,1
0,50,182,1
0,50,186,1
0,51,57,1
0,51,64,1
0,51,80,1
0,51,92,1
0,51,100,1
0,51,101,1
0,51,113,1
0,51,125,2
0,51,126,1
0,51,164,1
0,51,176,1
0,51,179,1
0,51,185,1
0,51,197,1
0,52,79,1
0,52,100,1
0,52,102,1
0,52,104,1
0,52,105,1
0,52,131,1
0,52,139,1
0,52,153,1
0,52,157,1
0,52,163,1
0,52,181,1
0,52,189,1
0,52,192,1
0,53,56,1
0,53,57,1
0,53,58,1
0,53,75,1
0,53,89,1
0,53,92,1
0,53,137,1
0,53,179,1
0,54,55,2
0,54,62,1
0,54,66,1
0,54,88,1
0,54,104,1
0,54,108,1
0,54,130,1
0,54,153,1
0,54,164,1
0,54,175,2
0,54,179,1
0,54,184,1
0,54,194,1
0,55,67,1
0,55,70,1
0,55,71,1
0,55,92,1
0,55,99,1
0,55,112,1
0,55,140,1
0,55,147,1
0,55,154,1
0,55,161,1
0,55,171,1
0,55,193,1
0,55,198,1
0,56,62,1
0,56,69,1
0,56,120,1
0,56,125,1
0,56,139,1
0,56,164,1
0,56,170,1
0,56,175,1
0,56,181,1
0,56,184,1
0,56,197,1
0,57,62,1
0,57,78,1
0,57,92,1
0,57,107,1
0,57,151,1
0,57,175,1
0,57,183,1
0,57,186,1
0,57,196,1
0,58,65,1
0,58,74,1
0,58,87,1
0,58,123,1
0,58,162,1
0,58,174,1
0,59,60,1
0,59,76,1
0,59,103,1
0,59,106,1
0,59,110,1
0,59,121,1
0,59,129,1
0,59,131,1
0,59,137,1
0,59,152,1
0,59,174,1
0,59,177,1
0,59,182,1
0,59,188,1
0,60,65,1
0,60,68,1
0,60,70,1
0,60,85,1
0,60,98,1
0,60,112,1
0,60,118,1
0,60,127,1
0,60,135,2
0,60,136,1
0,60,157,1
0,60,164,1
0,60,171,1
0,60,177,1
0,60,182,1
0,60,190,1
0,60,194,1
0,60,195,2
0,61,66,1
0,61,71,1
0,61,75,1
0,61,78,1
0,61,81,2
0,61,86,1
0,61,89,1
0,61,101,2
0,61,118,1
0,61,129,1
0,61,134,1
0,61,139,1
0,61,144,1
0,61,182,1
0,61,184,1
0,62,68,1
0,62,71,1
0,62,74,1
0,62,91,1
0,62,92,1
0,62,106,1
0,62,108,1
0,62,120,1
0,62,148,1
0,62,149,1
0,62,150,1
0,62,160,1
0,62,162,1
0,62,176,1
0,62,183,1
0,62,188,1
0,63,77,1
0,63,92,1
0,63,96,1
0,63,109,1
0,63,111,1
0,63,112,1
0,63,154,1
0,63,156,1
0,63,157,1
0,63,164,1
0,63,182,1
0,63,190,1
0,63,191,1
0,63,194,2
0,64,85,1
0,64,97,1
0,64,110,1
0,64,116,1
0,64,129,1
0,64,132,1
0,64,152,1
0,64,153,1
0,64,157,1
0,64,159,1
0,64,174,1
0,64,176,1
0,64,188,1
0,64,198,1
0,65,87,1
0,65,95,1
0,65,104,1
0,65,116,1
0,65,160,1
0,65,183,1
0,65,189,1
0,65,197,1
0,66,107,1
0,66,111,1
0,66,119,1
0,66,120,1
0,66,132,1
0,66,139,1
0,66,146,1
0,66,156,1
0,66,196,1
0,67,76,1
0,67,81,1
0,67,126,1
0,67,128,1
0,67,141,1
0,67,153,1
0,67,157,1
0,67,164,1
0,67,192,1
0,68,72,1
0,68,73,1
0,68,78,1
0,68,87,1
0,68,88,1
0,68,106,1
0,68,109,1
0,68,110,1
0,68,126,1
0,68,134,1
0,68,154,1
0,68,164,1
0,68,174,1
0,68,178,1
0,68,179,2
0,68,199,1
0,69,98,1
0,69,122,2
0,69,134,1
0,69,137,1
0,69,172,1
0,70,82,1
0,70,93,1
0,70,121,1
0,70,132,2
0,70,135,1
0,70,137,1
0,70,138,1
0,70,177,1
0,70,181,1
0,70,186,1
0,71,106,1
0,71,111,1
0,71,115,1
0,71,116,1
0,71,123,1
0,71,129,1
0,71,133,1
0,71,134,1
0,71,138,1
0,71,144,1
0,71,146,1
0,71,153,1
0,71,156,1
0,71,166,2
0,71,170,1
0,71,178,1
0,71,186,1
0,71,191,1
0,71,192,1
0,72,74,1
0,72,91,1
0,72,101,1
0,72,112,1
0,72,113,1
0,72,121,1
0,72,143,1
0,72,147,1
0,72,169,1
0,72,171,1
0,72,179,1
0,72,181,1
0,72,184,1
0,72,193,1
0,73,81,1
0,73,87,1
0,73,88,1
0,73,104,1
0,73,105,1
0,73,106,1
0,73,110,1
0,73,121,1
0,73,153,1
0,73,165,1
0,73,166,1
0,73,170,1
0,73,174,1
0,73,182,1
0,73,190,1
0,74,79,1
0,74,116,1
0,74,118,1
0,74,120,1
0,74,123,1
0,74,126,1
0,74,157,1
0,74,161,1
0,74,168,1
0,74,178,1
0,74,179,1
0,74,195,1
0,75,85,1
0,75,96,1
0,75,119,1
0,75,127,1
0,75,148,1
0,75,151,1
0,75,167,1
0,75,177,1
0,75,182,1
0,76,78,1
0,76,83,1
0,76,85,1
0,76,88,1
0,76,107,1
0,76,112,1
0,76,136,1
0,76,149,1
0,76,155,1
0,76,157,1
0,76,165,1
0,76,188,1
0,77,80,1
0,77,90,1
0,77,117,1
0,77,145,1
0,77,151,1
0,77,160,2
0,77,192,1
0,78,110,1
0,78,134,1
0,78,150,2
0,78,154,1
0,78,184,1
0,78,186,1
0,78,188,2
0,79,87,1
0,79,111,1
0,79,117,1
0,79,134,2
0,79,157,1
0,79,178,1
0,79,191,1
0,79,193,1
0,80,83,1
0,80,121,1
0,80,134,1
0,80,135,1
0,80,190,1
0,80,193,1
0,80,194,1
0,81,88,1
0,81,106,1
0,81,112,1
0,81,130,1
0,81,132,1
0,81,141,1
0,81,160,1
0,81,168,1
0,81,180,1
0,81,196,1
0,82,88,1
0,82,91,1
0,82,106,2
0,82,127,1
0,82,138,1
0,82,140,1
0,82,152,1
0,82,182,1
0,82,187,1
0,83,98,1
0,83,115,1
0,83,132,1
0,83,146,1
0,83,151,1
0,83,159,1
0,83,191,2
0,84,103,1
0,84,137,1
0,84,159,1
0,84,164,1
0,84,198,1
0,85,90,1
0,85,102,1
0,85,103,1
0,85,113,1
0,85,122,1
0,85,130,1
0,85,133,1
0,85,163,1
0,85,181,1
0,86,87,1
0,86,92,1
0,86,93,1
0,86,94,1
0,86,99,1
0,86,104,1
0,86,111,1
0,86,133,1
0,86,149,1
0,86,151,1
0,86,175,1
0,86,188,1
0,87,94,1
0,87,104,1
0,87,109,1
0,87,116,1
0,87,119,1
0,87,127,1
0,87,133,1
0,87,148,1
0,87,155,1
0,87,168,1
0,87,173,1
0,88,91,1
0,88,109,1
0,88,119,1
0,88,129,1
0,88,143,1
0,88,146,1
0,88,150,1
0,88,160,1
0,88,187,1
0,88,193,1
0,89,92,1
0,89,106,1
0,89,116,1
0,89,121,1
0,89,129,2
0,89,135,1
0,89,172,1
0,90,103,1
0,90,114,1
0,90,119,1
0,90,120,1
0,90,140,1
0,90,142,1
0,90,167,1
0,90,177,1
0,90,185,1
0,90,189,1
0,90,196,1
0,91,95,1
0,91,118,1
0,91,119,1
0,91,121,1
0,91,126,1
0,91,127,1
0,91,136,1
0,91,145,1
0,91,147,1
0,91,158,1
0,91,169,1
0,91,173,1
0,91,190,1
0,92,132,1
0,92,142,1
0,92,146,1
0,92,152,1
0,92,168,1
0,92,190,1
0,93,105,1
0,93,116,1
0,93,132,1
0,94,123,1
0,94,130,1
0,94,134,1
0,94,136,1
0,94,138,1
0,94,147,1
0,94,162,1
0,94,167,1
0,94,175,1
0,95,98,1
0,95,125,1
0,95,127,1
0,95,142,1
0,95,151,1
0,95,154,1
0,95,166,1
0,95,185,1
0,96,116,1
0,96,128,1
0,96,156,1
0,96,173,1
0,96,186,1
0,97,107,1
0,97,110,1
0,97,111,1
0,97,114,1
0,97,127,1
0,97,134,1
0,97,137,1
0,97,186,1
0,98,103,1
0,98,111,1
0,98,118,1
0,98,148,1
0,98,151,1
0,98,152,1
0,98,171,1
0,98,192,1
0,98,197,1
0,99,101,1
0,99,106,1
0,99,130,2
0,99,153,1
0,99,173,1
0,99,187,2
0,99,191,1
0,100,109,1
0,100,135,1
0,100,139,1
0,100,143,1
0,100,151,1
0,100,184,1
0,101,110,1
0,101,117,1
0,101,130,1
0,101,142,1
0,101,150,1
0,101,153,1
0,101,167,1
0,101,169,1
0,101,172,1
0,101,181,1
0,102,124,1
0,102,137,1
0,102,147,1
0,102,161,1
0,102,171,1
0,103,105,1
0,103,118,1
0,103,123,1
0,103,179,1
0,103,186,1
0,104,109,1
0,104,111,1
0,104,120,1
0,104,133,1
0,104,143,1
0,104,149,1
0,104,151,1
0,104,153,1
0,104,172,1
0,104,175,1
0,104,177,1
0,104,180,1
0,104,181,1
0,105,110,1
0,105,116,1
0,105,128,1
0,105,153,1
0,105,161,1
0,105,175,1
0,105,179,1
0,106,118,2
0,106,136,1
0,106,148,1
0,106,158,1
0,106,174,2
0,106,189,1
0,106,191,1
0,106,193,1
0,106,194,1
0,107,115,1
0,107,117,1
0,107,137,1
0,107,147,1
0,107,184,1
0,107,192,1
0,108,113,1
0,108,120,1
0,108,176,2
0,108,180,1
0,109,124,1
0,109,128,1
0,109,129,1
0,109,130,1
0,109,132,1
0,109,138,1
0,109,145,1
0,109,178,1
0,110,121,1
0,110,143,1
0,110,154,1
0,110,169,1
0,110,195,1
0,111,137,1
0,111,162,1
0,111,166,1
0,112,120,1
0,112,140,1
0,112,157,1
0,112,169,1
0,112,180,1
0,112,196,1
0,113,114,1
0,113,127,1
0,113,134,1
0,113,144,1
0,113,151,1
0,113,155,1
0,113,156,1
0,113,164,1
0,113,171,1
0,113,178,1
0,114,115,1
0,114,116,1
0,114,117,1
0,114,119,1
0,114,139,1
0,114,183,1
0,114,196,1
0,115,127,1
0,115,143,1
0,115,151,1
0,115,161,1
0,115,170,1
0,115,197,1
0,116,120,1
0,116,123,1
0,116,124,1
0,116,129,1
0,116,163,1
0,116,168,1
0,116,182,1
0,117,122,1
0,117,154,1
0,117,161,1
0,117,180,1
0,117,189,1
0,117,197,1
0,118,125,1
0,118,143,1
0,118,150,1
0,118,157,1
0,118,164,1
0,118,174,1
0,118,176,1
0,118,182,1
0,118,187,2
0,118,192,1
0,119,162,1
0,119,171,1
0,119,187,1
0,120,147,1
0,120,152,1
0,120,192,1
0,120,197,1
0,121,122,2
0,121,147,2
0,121,149,1
0,121,154,1
0,121,169,1
0,121,172,1
0,121,177,1
0,122,129,1
0,122,136,1
0,122,161,1
0,122,163,1
0,122,164,1
0,122,174,1
0,122,176,1
0,122,187,1
0,122,196,1
0,123,133,1
0,123,139,1
0,123,164,1
0,124,147,1
0,124,152,1
0,124,155,1
0,124,158,1
0,124,162,1
0,124,171,1
0,124,179,1
0,124,186,1
0,124,190,1
0,125,128,1
0,125,130,1
0,125,132,1
0,125,175,1
0,126,131,1
0,126,141,1
0,126,151,1
0,126,152,1
0,126,155,1
0,126,160,1
0,126,169,1
0,126,174,1
0,126,193,1
0,127,129,1
0,127,130,1
0,127,138,1
0,127,144,1
0,127,153,1
0,127,161,1
0,127,162,1
0,127,177,1
0,127,182,1
0,127,197,1
0,128,140,1
0,128,148,1
0,128,150,2
0,128,152,1
0,128,161,1
0,128,170,1
0,128,181,1
0,128,185,1
0,129,139,1
0,129,147,1
0,129,155,1
0,129,161,1
0,129,164,1
0,129,199,1
0,130,152,1
0,130,153,1
0,130,155,1
0,130,197,1
0,131,136,1
0,131,157,1
0,131,160,1
0,131,175,1
0,131,177,1
0,131,192,1
0,132,164,1
0,132,171,1
0,132,174,1
0,132,182,1
0,132,183,1
0,133,136,1
0,133,165,1
0,133,179,1
0,134,158,1
0,134,165,1
0,134,171,1
0,135,147,1
0,135,156,1
0,135,157,1
0,135,160,1
0,135,189,1
0,135,198,1
0,136,146,1
0,136,154,1
0,136,155,1
0,136,190,1
0,136,194,1
0,137,142,1
0,137,143,1
0,137,168,1
0,137,195,1
0,138,146,1
0,138,155,1
0,138,159,1
0,138,164,1
0,138,168,1
0,138,178,1
0,138,188,1
0,138,194,1
0,139,141,1
0,139,158,1
0,139,166,1
0,139,176,1
0,139,177,1
0,139,185,1
0,139,198,1
0,140,151,1
0,140,152,1
0,140,156,1
0,140,158,1
0,140,188,1
0,141,146,1
0,141,172,1
0,141,180,1
0,142,149,1
0,142,180,1
0,142,186,2
0,143,162,1
0,143,179,1
0,143,181,1
0,143,189,1
0,143,196,1
0,144,169,1
0,144,189,1
0,145,166,1
0,145,182,1
0,145,190,1
0,145,198,1
0,146,154,1
0,146,178,1
0,146,184,1
0,146,187,2
0,147,179,1
0,147,190,1
0,147,193,2
0,147,197,1
0,148,159,1
0,148,177,1
0,148,191,1
0,148,193,1
0,149,154,1
0,149,157,1
0,149,160,1
0,149,165,1
0,149,171,1
0,149,182,1
0,149,183,1
0,150,157,1
0,150,158,1
0,150,159,1
0,150,160,1
0,150,161,1
0,150,168,1
0,150,175,1
0,150,184,1
0,150,191,1
0,151,154,1
0,151,158,1
0,151,186,1
0,151,189,1
0,152,153,1
0,152,157,1
0,152,159,1
0,152,167,1
0,152,175,1
0,152,189,1
0,152,199,1
0,153,161,1
0,153,174,1
0,153,186,1
0,153,188,1
0,153,199,1
0,154,156,1
0,154,187,1
0,154,196,1
0,155,160,1
0,155,170,1
0,155,179,1
0,156,166,1
0,156,169,1
0,156,179,1
0,156,184,1
0,157,161,1
0,157,165,1
0,157,180,1
0,157,191,1
0,157,193,1
0,157,194,1
0,157,196,1
0,158,159,1
0,158,160,1
0,158,175,1
0,158,185,1
0,158,190,1
0,158,196,1
0,158,199,1
0,159,160,1
0,159,190,1
0,160,178,1
0,160,191,1
0,160,197,1
0,161,179,1
0,161,183,1
0,161,193,1
0,161,196,1
0,162,167,1
0,162,170,1
0,162,178,1
0,162,183,2
0,162,187,1
0,163,180,1
0,163,199,1
0,164,167,1
0,164,172,1
0,164,177,1
0,165,178,1
0,165,189,1
0,165,192,1
0,166,172,1
0,166,192,1
0,166,193,1
0,167,171,1
0,167,175,1
0,167,184,1
0,167,189,1
0,167,196,1
0,168,185,1
0,168,187,1
0,169,176,1
0,170,171,1
0,170,187,1
0,170,195,2
0,171,198,1
0,172,192,1
0,173,182,1
0,173,190,1
0,174,190,1
0,174,193,1
0,175,177,1
0,176,182,1
0,176,199,1
0,177,197,1
0,178,197,1
0,179,180,1
0,179,188,1
0,179,190,1
0,180,182,1
0,180,184,1
0,180,185,1
0,180,190,1
0,180,195,1
0,181,194,1
0,182,186,1
0,182,190,1
0,182,195,1
0,182,198,1
0,182,199,1
0,183,193,1
0,184,193,1
0,185,195,1
0,186,195,1
0,190,196,1
0,190,197,1
0,192,197,1
0,195,197,1
1,2,4,6
1,2,13,1
1,2,14,19
